sourceSpu,category,field,source,value,status,missing_handling,active,stage
202426107129,羽绒服,小红书标题,copywriting,【商场同款】巴拉巴拉童装儿童羽绒马甲男童两件套2026新款冬装暖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商品简称,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商品特色,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,净重（g）,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,毛重（g）,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,保质期（天）,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,小红书商品描述,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商品详情,copywriting,两件套一衣两穿，防泼水羽绒温暖过冬,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,快手标题,copywriting,【商场同款】巴拉巴拉童装儿童羽绒马甲男童两件套2026新款冬装暖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,小红书计量单位,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,件数,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,小红书发货时间,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,相对发货时间,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426107129,羽绒服,固定发货时间,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426107129,羽绒服,唯品会款号,mdm,202426107129,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,好衣库标题,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,好衣库重量,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,爱库存标题,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会标题,copywriting,巴拉巴拉童装儿童羽绒马甲男童两件套2026新款冬装校服神器暖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商品展示标题,derived,巴拉巴拉男中童羽绒服,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会副标题,copywriting,两件套一衣两穿,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东商品标语,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,标语加链接的文字,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,标语链接地址,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东标题,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东市场价,mdm,799.9,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会核心描述,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会市场价,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,无线短标题,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,拼多多标题,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,详情页标题,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商品短标题,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,宝贝卖点,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,天猫商品卖点,copywriting,两件套一衣两穿，防泼水羽绒温暖过冬,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,天猫推荐理由,copywriting,两件套一衣两穿,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,奥莱店折扣价,mdm,799.9,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商品描述,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,商品市场价,mdm,799.9,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,微信视频小店标题,copywriting,【商场同款】巴拉巴拉童装儿童羽绒马甲男童两件套2026新款冬装暖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,微信视频小店副标题,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,微信视频小店商品编码,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,发货方式,derived,快递发货,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,淘宝货号,mdm,202426107129,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,天猫货号,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音标题,copywriting,【商场同款】巴拉巴拉童装儿童羽绒马甲男童两件套2026新款冬装暖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,导购短标题,copywriting,巴拉巴拉男童羽绒马甲,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音小时达标题,copywriting,巴拉巴拉童装羽绒马甲男童两件套,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,爱库存全网最低价链接,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,单位,derived,件,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,爱库存款号,mdm,202426107129,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音商品重量,derived,1,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音商家推荐语,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音参考价,mdm,799.9,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音参考价格类型,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,单用户累计限购(件),derived,5,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,每次限购(件),derived,5,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,售后服务承诺,derived,不设置,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商家编码,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,商家条形码,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,淘宝导购标题,manual,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,天猫导购标题,manual,"[{""200001,品牌"":"""",""316102,衣长"":"""",""16269273,厚薄"":"""",""205484,适用性别"":"""",""1000240545,亮点"":"""",""2165044216,品类词"":"""",""interest7,利益点"":""巴拉巴拉童装羽绒马甲男童两件套""}]",valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否新品,derived,是,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,拼多多货源地,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,快手商品卖点,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,有赞商品卖点,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,划线价,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,唯品会温馨提示,derived,手工测量难免存在误差，常规款袖长肩点到袖口，插肩袖(无明确肩点)款后领中量至袖口,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,尺寸推荐表,derived,禁用,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,尺码推荐表兼容平台,derived,1688;天猫;京东;唯品会;有赞;拼多多;小红书;抖音;快手;微信视频小店,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,试穿报告表,derived,禁用,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,试穿报告表兼容平台,derived,1688;天猫;京东;唯品会;有赞;拼多多;小红书;抖音;快手;微信视频小店,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东规格子属性,manual,"165
180
170
160
150
140
175",valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东自营子属性,manual,"165
180
170
160
150
140
175",valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,详情页面料,copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,报价方式,derived,按产品数量报价,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,价格区间,derived,"1,799.9",valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,件重尺,derived,按规格设置,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,1688供货方式,derived,现货,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,面料(多选),copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,销售渠道类型(单选),skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否商场同款,derived,是,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,材质成分,copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,京东材质成分,copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,抖音面料材质,copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,面料,copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,充绒量(文本),skip,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,材质成分(文本),copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,材质,copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,成分及含量,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,材质成分(多选),copywriting,,skipped,optional_source_value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,里料,copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,安全等级,skip,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用季节,launch_plan,冬季,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,上市时间,launch_plan,2026年冬季,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,材质(多选),copywriting,,invalid,value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,适用场景,derived,日常,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用性别,launch_plan,男,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用性别(多选),launch_plan,男,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,填充物,copywriting,鸭绒,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,填充物(多选),copywriting,鸭绒,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,充绒量(多选),copywriting,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,充绒量,skip,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,功能(多选),copywriting,保暖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,产地,derived,中国大陆,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否申请新品,derived,是,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,专柜价,derived,10000,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东商品重量,derived,1,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,[包装]长,derived,100,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,[包装]宽,derived,100,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,[包装]高,derived,100,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,衣门襟,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,平车针距12~14针/3cm,derived,否,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,填充物含量,copywriting,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,款式,derived,其他,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否带帽,derived,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,面料工艺,derived,涂层,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品【包装】长,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,唯品【包装】宽,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,唯品【包装】高,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,唯品重量,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,图案,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用年龄,launch_plan,中大童(8岁以上，140cm以上),valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,风格,derived,休闲,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,服装版型,copywriting,合体,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用人群(多选),launch_plan,中大童,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,风格(多选),derived,休闲,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,款式(单选),derived,短款羽绒服,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,流行元素(多选),skip,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,含绒量(多选),copywriting,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,袖长,derived,长袖,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,厚薄,copywriting,普通,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,里料材质(多选),copywriting,羊剪绒毛皮革,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,里料材质成分含量(多选),copywriting,,skipped,optional_source_value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,上市时间(文本),launch_plan,2026年冬季,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,含绒量(文本),copywriting,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,模板柔软度,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,模板弹力,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,包装种类,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,模板透气度,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,图案(多选),skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,领型,derived,连帽,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否有毛领,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,毛领材质,copywriting,,skipped,optional_source_value_not_in_current_template_options,True,local assemble; create/full-update gate
202426107129,羽绒服,袖型,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,模板厚度,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,衣长,derived,常规,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,模板长度,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,模板版型,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,洗涤,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会产地,derived,中国大陆,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,衣长(多选),skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,介绍,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用季节(多选),launch_plan,冬季,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,适用年龄(多选),launch_plan,9岁;9周岁（含）-12周岁（不含）;9-10 岁;8岁（含）—14岁（不含）;8岁;8-9 岁;7-8岁;6岁（含）—8岁（不含）;6周岁（含）-9周岁（不含）;6周岁（含）-12周岁（不含）;6-12岁;18周岁（含）-29周岁（不含）;16 岁;15岁;15-16岁;14岁;14周岁（含）-18周岁（不含）;14-15岁;13岁;13-14 岁;12岁;12周岁（含）-14周岁（不含）;11岁;11-12 岁;10岁;10-11岁,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否可定制,derived,不可定制,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,绒子含量,copywriting,,missing,,True,local assemble; create/full-update gate
202426107129,羽绒服,绒子含量(文本),copywriting,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,生产企业名称,derived,浙江森马服饰股份有限公司,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,生产/经销厂家,derived,浙江森马服饰股份有限公司,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,厂家地址,derived,温州市瓯海区娄桥工业园南汇路98号,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,执行标准,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,货源类别,derived,现货,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否库存,derived,否,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,是否跨境出口专供货源,derived,否,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,主要销售地区,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426107129,羽绒服,有可授权的自有品牌,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426107129,羽绒服,主要下游平台,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426107129,羽绒服,详细材质信息(VIP),copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,体积,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,原产国(AKC),derived,中国,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,洗涤说明,derived,请根据产品面料特性进行清洗养护，具体方法可参考产品水洗唛/标签,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,尺码类型,derived,身型,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,吊牌价,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,品牌,mdm,巴拉巴拉,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,品牌(单选),mdm,balabala/巴拉巴拉,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会洗涤说明,derived,请根据产品面料特性进行清洗养护，具体方法可参考产品水洗唛/标签,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,唯品会配件信息,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东产地,derived,中国大陆,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东自营商品重量,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,童装产地(多选),derived,中国大陆,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,规格参数,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,退款规则,derived,支持7天无理由退货,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,库存计数,derived,买家拍下减库存,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,包装清单,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,售后服务,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,会员打折,derived,不参与会员打折,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,发货时效,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,大于48小时发货,skip,,skipped,inactive_child_field,False,local assemble; create/full-update gate
202426107129,羽绒服,唯品会售后信息,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,所在地,derived,"浙江,杭州",valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,京东发货地,derived,浙江杭州,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,原产国,derived,中国,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,设计师说,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版品名,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版年龄,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版材质,copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版重量,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版产品功能,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版产品规格,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版面料,copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版容量,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版口径,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版耐温度,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版产品材质,copywriting,缺水洗,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版款式,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版适用年龄,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配件版尺寸,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版默认文案,skip,{},skipped,business_blank_field,False,local assemble; create/full-update gate
202426107129,羽绒服,配饰版模块,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版卖点1,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版卖点2,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版卖点3,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版卖点4,skip,,valid,,True,local assemble; create/full-update gate
202426107129,羽绒服,配饰版卖点5,skip,,valid,,True,local assemble; create/full-update gate
